year,team_id,team,PA,AB,HR,BB,SO,R,AVG,OBP,SLG,OPS
2002,113,Cincinnati Reds,6254,5470,169,583,1188,709,0.253,0.33,0.408,0.738
2002,139,Tampa Bay Devil Rays,6198,5604,133,456,1115,673,0.253,0.314,0.39,0.704
2002,158,Milwaukee Brewers,6083,5415,139,500,1125,627,0.253,0.32,0.39,0.71
2002,135,San Diego Padres,6178,5515,136,547,1062,662,0.253,0.321,0.381,0.702
2002,114,Cleveland Indians,6099,5423,192,542,1000,739,0.249,0.321,0.412,0.733
2002,116,Detroit Tigers,5920,5406,124,363,1035,575,0.248,0.3,0.379,0.679
2002,110,Baltimore Orioles,6096,5491,165,452,993,667,0.246,0.309,0.403,0.712
2002,112,Chicago Cubs,6242,5496,200,585,1269,706,0.246,0.321,0.413,0.734
2002,134,Pittsburgh Pirates,6049,5330,142,537,1109,641,0.244,0.319,0.381,0.7
2003,111,Boston Red Sox,6530,5769,238,620,943,961,0.289,0.36,0.491,0.851
2003,144,Atlanta Braves,6378,5670,235,545,933,907,0.284,0.349,0.475,0.824
2003,141,Toronto Blue Jays,6364,5661,190,546,1081,894,0.279,0.349,0.455,0.804
2003,138,St. Louis Cardinals,6466,5672,196,580,952,876,0.279,0.35,0.454,0.804
2003,142,Minnesota Twins,6324,5655,155,512,1027,801,0.277,0.341,0.431,0.772
2003,118,Kansas City Royals,6239,5568,162,476,926,836,0.274,0.336,0.427,0.763
2003,136,Seattle Mariners,6281,5561,139,586,989,795,0.271,0.344,0.41,0.754
2003,147,New York Yankees,6431,5605,230,684,1042,877,0.271,0.356,0.453,0.809
2003,108,Anaheim Angels,6119,5487,150,476,838,736,0.268,0.33,0.413,0.743
2003,110,Baltimore Orioles,6241,5665,152,431,902,743,0.268,0.323,0.405,0.728
2003,134,Pittsburgh Pirates,6315,5581,163,529,1049,753,0.267,0.338,0.42,0.758
2003,115,Colorado Rockies,6283,5518,198,619,1134,853,0.267,0.344,0.445,0.789
2003,140,Texas Rangers,6293,5664,239,488,1052,826,0.266,0.33,0.454,0.784
2003,146,Florida Marlins,6186,5490,157,515,978,751,0.266,0.333,0.421,0.754
2003,139,Tampa Bay Devil Rays,6212,5654,137,420,1030,715,0.265,0.32,0.404,0.724
2003,137,San Francisco Giants,6204,5456,180,593,980,755,0.264,0.338,0.425,0.763
2003,109,Arizona Diamondbacks,6261,5570,152,531,1006,717,0.263,0.33,0.417,0.747
2003,145,Chicago White Sox,6148,5487,220,519,916,791,0.263,0.331,0.446,0.777
2003,117,Houston Astros,6320,5583,191,557,1021,805,0.263,0.336,0.431,0.767
2003,143,Philadelphia Phillies,6333,5543,166,651,1155,791,0.261,0.343,0.419,0.762
2003,135,San Diego Padres,6246,5531,128,565,1073,678,0.261,0.333,0.388,0.721
2003,112,Chicago Cubs,6187,5519,172,492,1158,724,0.259,0.323,0.416,0.739
2003,120,Montreal Expos,6116,5437,144,522,990,711,0.258,0.326,0.401,0.727
2003,158,Milwaukee Brewers,6270,5548,196,547,1221,714,0.256,0.329,0.419,0.748
2003,133,Oakland Athletics,6189,5497,176,556,898,768,0.254,0.327,0.417,0.744
2003,114,Cleveland Indians,6188,5572,158,466,1062,699,0.254,0.316,0.401,0.717
2003,121,New York Mets,6007,5341,124,489,1035,642,0.247,0.314,0.374,0.688
2003,113,Cincinnati Reds,6211,5509,182,524,1326,694,0.245,0.318,0.395,0.713
2003,119,Los Angeles Dodgers,6036,5458,124,407,985,574,0.243,0.303,0.368,0.671
2003,116,Detroit Tigers,6071,5466,153,443,1099,591,0.24,0.3,0.375,0.675
2004,108,Anaheim Angels,6296,5675,162,450,942,836,0.282,0.341,0.429,0.77
2004,111,Boston Red Sox,6515,5720,222,659,1189,949,0.282,0.36,0.472,0.832
2004,110,Baltimore Orioles,6431,5736,169,528,949,842,0.281,0.345,0.432,0.777
2004,138,St. Louis Cardinals,6297,5555,214,548,1085,855,0.278,0.344,0.46,0.804
2004,114,Cleveland Indians,6452,5676,184,606,1009,858,0.276,0.351,0.444,0.795
2004,115,Colorado Rockies,6333,5577,202,568,1181,833,0.275,0.345,0.455,0.8
2004,135,San Diego Padres,6313,5573,139,566,910,768,0.273,0.342,0.414,0.756
2004,116,Detroit Tigers,6285,5623,201,518,1144,827,0.272,0.337,0.449,0.786
2004,137,San Francisco Giants,6466,5546,183,705,874,850,0.27,0.357,0.438,0.795
2004,144,Atlanta Braves,6339,5570,178,587,1158,803,0.27,0.343,0.434,0.777
2004,136,Seattle Mariners,6362,5722,136,492,1058,698,0.27,0.331,0.396,0.727
2004,133,Oakland Athletics,6459,5728,189,608,1061,793,0.27,0.343,0.433,0.776
2004,147,New York Yankees,6364,5527,242,670,982,897,0.268,0.353,0.458,0.811
2004,112,Chicago Cubs,6281,5628,235,489,1080,789,0.268,0.328,0.458,0.786
2004,145,Chicago White Sox,6197,5534,242,499,1030,865,0.268,0.333,0.457,0.79
2004,143,Philadelphia Phillies,6456,5643,215,645,1133,840,0.267,0.345,0.443,0.788
2004,117,Houston Astros,6269,5468,187,590,999,803,0.267,0.342,0.436,0.778
2004,140,Texas Rangers,6256,5615,227,500,1099,860,0.266,0.329,0.457,0.786
2004,142,Minnesota Twins,6286,5623,191,513,982,780,0.266,0.332,0.431,0.763
2004,146,Florida Marlins,6160,5486,148,499,968,718,0.264,0.329,0.406,0.735
2004,119,Los Angeles Dodgers,6244,5542,203,536,1092,761,0.262,0.332,0.423,0.755
2004,134,Pittsburgh Pirates,6115,5483,142,415,1066,680,0.26,0.321,0.401,0.722
2004,141,Toronto Blue Jays,6178,5531,145,513,1083,719,0.26,0.328,0.403,0.731
2004,118,Kansas City Royals,6153,5538,150,461,1057,720,0.259,0.322,0.397,0.719
2004,139,Tampa Bay Devil Rays,6098,5483,145,469,944,714,0.258,0.32,0.405,0.725
2004,109,Arizona Diamondbacks,6114,5544,135,441,1022,615,0.253,0.31,0.393,0.703
2004,113,Cincinnati Reds,6278,5518,194,599,1335,750,0.25,0.331,0.418,0.749
2004,121,New York Mets,6209,5532,185,512,1159,684,0.249,0.317,0.409,0.726
2004,120,Montreal Expos,6138,5474,151,496,925,635,0.249,0.313,0.392,0.705
2004,158,Milwaukee Brewers,6195,5483,135,540,1312,634,0.248,0.321,0.387,0.708
2005,111,Boston Red Sox,6403,5626,199,653,1044,910,0.281,0.357,0.454,0.811
2005,147,New York Yankees,6406,5624,229,637,989,886,0.276,0.355,0.45,0.805
2005,139,Tampa Bay Devil Rays,6120,5552,157,412,990,750,0.274,0.329,0.425,0.754
2005,146,Florida Marlins,6214,5502,128,512,918,717,0.272,0.339,0.409,0.748
2005,116,Detroit Tigers,6136,5602,168,384,1038,723,0.272,0.321,0.428,0.749
2005,114,Cleveland Indians,6255,5609,207,503,1093,790,0.271,0.334,0.453,0.787
2005,108,Los Angeles Angels,6186,5624,147,447,848,761,0.27,0.325,0.409,0.734
2005,138,St. Louis Cardinals,6246,5538,170,534,947,805,0.27,0.339,0.423,0.762
2005,112,Chicago Cubs,6161,5584,194,419,920,703,0.27,0.324,0.44,0.764
2005,143,Philadelphia Phillies,6345,5542,167,639,1083,807,0.27,0.348,0.423,0.771
2005,110,Baltimore Orioles,6134,5551,189,447,902,729,0.269,0.327,0.434,0.761
2005,140,Texas Rangers,6301,5716,260,495,1112,865,0.267,0.329,0.468,0.797
2005,115,Colorado Rockies,6238,5542,150,509,1103,740,0.267,0.333,0.411,0.744
2005,141,Toronto Blue Jays,6233,5581,136,486,955,775,0.265,0.331,0.407,0.738
2005,144,Atlanta Braves,6186,5486,184,534,1084,769,0.265,0.333,0.435,0.768
2005,118,Kansas City Royals,6086,5503,126,424,1008,701,0.263,0.32,0.396,0.716
2005,133,Oakland Athletics,6275,5627,155,537,819,772,0.262,0.33,0.407,0.737
2005,145,Chicago White Sox,6146,5529,200,435,1002,741,0.262,0.322,0.425,0.747
2005,137,San Francisco Giants,6077,5462,128,431,901,649,0.261,0.319,0.396,0.715
2005,113,Cincinnati Reds,6321,5565,222,611,1303,820,0.261,0.339,0.446,0.785
2005,158,Milwaukee Brewers,6156,5448,175,531,1162,726,0.259,0.331,0.423,0.754
2005,134,Pittsburgh Pirates,6221,5573,139,471,1092,680,0.259,0.322,0.4,0.722
2005,142,Minnesota Twins,6192,5564,134,485,978,688,0.259,0.323,0.391,0.714
2005,121,New York Mets,6146,5505,175,486,1075,722,0.258,0.322,0.416,0.738
2005,135,San Diego Padres,6271,5502,130,600,977,684,0.257,0.333,0.391,0.724
2005,117,Houston Astros,6139,5462,161,481,1037,693,0.256,0.322,0.408,0.73
2005,109,Arizona Diamondbacks,6327,5550,191,606,1094,696,0.256,0.332,0.421,0.753
2005,136,Seattle Mariners,6095,5507,130,466,986,699,0.256,0.317,0.391,0.708
2005,119,Los Angeles Dodgers,6134,5433,149,541,1094,685,0.253,0.326,0.395,0.721
2005,120,Washington Nationals,6142,5426,117,491,1090,639,0.252,0.322,0.386,0.708
2006,142,Minnesota Twins,6228,5602,143,490,872,801,0.287,0.347,0.425,0.772
2006,147,New York Yankees,6455,5651,210,649,1053,930,0.285,0.363,0.461,0.824
2006,141,Toronto Blue Jays,6241,5596,199,514,906,809,0.284,0.348,0.463,0.811
2006,114,Cleveland Indians,6303,5619,196,556,1204,870,0.28,0.349,0.457,0.806
2006,145,Chicago White Sox,6318,5657,236,502,1056,868,0.28,0.342,0.464,0.806
2006,140,Texas Rangers,6273,5659,183,505,1061,835,0.278,0.338,0.446,0.784
2006,110,Baltimore Orioles,6240,5610,164,474,878,768,0.277,0.339,0.424,0.763
2006,119,Los Angeles Dodgers,6394,5628,153,601,959,820,0.276,0.348,0.432,0.78
2006,108,Los Angeles Angels,6221,5609,159,486,914,766,0.274,0.334,0.425,0.759
2006,116,Detroit Tigers,6198,5642,203,430,1133,822,0.274,0.329,0.449,0.778
2006,136,Seattle Mariners,6213,5670,172,404,974,756,0.272,0.325,0.424,0.749
2006,118,Kansas City Royals,6229,5589,124,474,1040,757,0.271,0.332,0.411,0.743
2006,144,Atlanta Braves,6284,5583,222,526,1169,849,0.27,0.337,0.455,0.792
2006,115,Colorado Rockies,6348,5562,157,561,1108,813,0.27,0.341,0.433,0.774
2006,138,St. Louis Cardinals,6225,5522,184,531,922,781,0.269,0.337,0.431,0.768
2006,111,Boston Red Sox,6435,5619,192,672,1056,820,0.269,0.351,0.435,0.786
2006,112,Chicago Cubs,6147,5587,166,395,928,716,0.268,0.319,0.422,0.741
2006,143,Philadelphia Phillies,6509,5687,216,626,1203,865,0.267,0.347,0.447,0.794
2006,109,Arizona Diamondbacks,6330,5645,160,504,965,773,0.267,0.331,0.424,0.755
2006,121,New York Mets,6291,5558,200,547,1071,834,0.264,0.334,0.445,0.779
2006,146,Florida Marlins,6191,5502,182,497,1249,758,0.264,0.331,0.435,0.766
2006,134,Pittsburgh Pirates,6218,5558,141,459,1200,691,0.263,0.327,0.397,0.724
2006,135,San Diego Padres,6287,5576,161,564,1104,731,0.263,0.332,0.416,0.748
2006,120,Washington Nationals,6283,5495,164,594,1156,746,0.262,0.338,0.418,0.756
2006,133,Oakland Athletics,6281,5500,175,650,976,771,0.26,0.34,0.412,0.752
2006,137,San Francisco Giants,6136,5472,163,494,891,746,0.259,0.324,0.422,0.746
2006,158,Milwaukee Brewers,6130,5433,180,502,1233,730,0.258,0.327,0.42,0.747
2006,113,Cincinnati Reds,6296,5515,217,614,1192,749,0.257,0.336,0.432,0.768
2006,117,Houston Astros,6326,5521,174,585,1076,735,0.255,0.332,0.409,0.741
2006,139,Tampa Bay Devil Rays,6041,5474,190,441,1106,689,0.255,0.314,0.42,0.734
2007,147,New York Yankees,6528,5717,201,637,991,968,0.29,0.366,0.463,0.829
2007,116,Detroit Tigers,6364,5757,177,474,1054,887,0.287,0.345,0.458,0.803
2007,136,Seattle Mariners,6209,5684,153,389,861,794,0.287,0.337,0.425,0.762
2007,108,Los Angeles Angels,6198,5554,123,507,883,822,0.284,0.345,0.417,0.762
2007,115,Colorado Rockies,6498,5691,171,622,1152,860,0.28,0.354,0.437,0.791
2007,111,Boston Red Sox,6426,5589,166,689,1042,867,0.279,0.362,0.444,0.806
2007,121,New York Mets,6344,5605,177,549,981,804,0.275,0.342,0.432,0.774
2007,119,Los Angeles Dodgers,6282,5613,129,511,864,735,0.275,0.337,0.406,0.743
2007,144,Atlanta Braves,6374,5689,176,534,1149,810,0.275,0.339,0.435,0.774
2007,143,Philadelphia Phillies,6537,5688,213,641,1205,892,0.274,0.354,0.458,0.812
2007,138,St. Louis Cardinals,6211,5529,141,506,909,725,0.274,0.337,0.405,0.742
2007,110,Baltimore Orioles,6264,5631,142,500,939,756,0.272,0.333,0.412,0.745
2007,112,Chicago Cubs,6268,5643,151,500,1054,752,0.271,0.333,0.422,0.755
2007,114,Cleveland Indians,6367,5604,178,590,1202,811,0.268,0.343,0.428,0.771
2007,139,Tampa Bay Devil Rays,6280,5593,187,545,1324,782,0.268,0.336,0.433,0.769
2007,146,Florida Marlins,6344,5627,201,521,1332,790,0.267,0.336,0.448,0.784
2007,113,Cincinnati Reds,6332,5607,204,536,1113,783,0.267,0.335,0.436,0.771
2007,142,Minnesota Twins,6161,5522,118,512,839,718,0.264,0.33,0.391,0.721
2007,140,Texas Rangers,6214,5555,179,503,1224,816,0.263,0.328,0.426,0.754
2007,134,Pittsburgh Pirates,6214,5569,148,463,1135,724,0.263,0.325,0.411,0.736
2007,158,Milwaukee Brewers,6238,5554,231,501,1137,801,0.262,0.329,0.456,0.785
2007,118,Kansas City Royals,6140,5534,102,428,1069,706,0.261,0.322,0.388,0.71
2007,117,Houston Astros,6324,5605,167,547,1043,723,0.26,0.33,0.412,0.742
2007,141,Toronto Blue Jays,6197,5536,165,533,1044,753,0.259,0.327,0.419,0.746
2007,133,Oakland Athletics,6365,5577,171,664,1119,741,0.256,0.338,0.407,0.745
2007,120,Washington Nationals,6201,5520,123,524,1128,673,0.256,0.325,0.39,0.715
2007,137,San Francisco Giants,6213,5538,131,532,907,683,0.254,0.322,0.387,0.709
2007,135,San Diego Padres,6326,5612,171,557,1229,741,0.251,0.322,0.411,0.733
2007,109,Arizona Diamondbacks,6101,5398,171,532,1111,712,0.25,0.321,0.413,0.734
2007,145,Chicago White Sox,6103,5441,190,532,1149,693,0.246,0.318,0.404,0.722
2008,140,Texas Rangers,6478,5728,194,595,1207,901,0.283,0.354,0.462,0.816
2008,138,St. Louis Cardinals,6370,5636,174,577,985,779,0.281,0.35,0.433,0.783
2008,111,Boston Red Sox,6402,5596,173,646,1068,845,0.28,0.358,0.447,0.805
2008,142,Minnesota Twins,6331,5641,111,529,979,829,0.279,0.34,0.408,0.748
2008,112,Chicago Cubs,6384,5588,184,636,1186,855,0.278,0.354,0.443,0.797
2008,147,New York Yankees,6257,5572,180,535,1015,789,0.271,0.342,0.427,0.769
2008,116,Detroit Tigers,6331,5641,200,572,1076,821,0.271,0.34,0.444,0.784
2008,144,Atlanta Braves,6368,5604,130,618,1023,753,0.27,0.345,0.408,0.753
2008,118,Kansas City Royals,6118,5608,120,392,1005,691,0.269,0.32,0.397,0.717
2008,108,Los Angeles Angels,6155,5540,159,481,987,765,0.268,0.33,0.413,0.743
2008,110,Baltimore Orioles,6211,5559,172,533,990,782,0.267,0.333,0.429,0.762
2008,121,New York Mets,6388,5606,172,619,1024,799,0.266,0.34,0.42,0.76
2008,136,Seattle Mariners,6176,5643,124,417,890,671,0.265,0.318,0.389,0.707
2008,119,Los Angeles Dodgers,6194,5506,137,543,1032,700,0.264,0.333,0.399,0.732
2008,141,Toronto Blue Jays,6191,5503,126,521,938,714,0.264,0.331,0.399,0.73
2008,115,Colorado Rockies,6312,5557,160,570,1209,747,0.263,0.336,0.415,0.751
2008,117,Houston Astros,6051,5451,167,449,1051,712,0.263,0.323,0.415,0.738
2008,145,Chicago White Sox,6231,5553,235,540,1016,811,0.263,0.332,0.448,0.78
2008,114,Cleveland Indians,6299,5543,171,560,1213,805,0.262,0.339,0.424,0.763
2008,137,San Francisco Giants,6145,5543,94,452,1044,640,0.262,0.321,0.382,0.703
2008,139,Tampa Bay Rays,6312,5541,180,626,1224,774,0.26,0.34,0.422,0.762
2008,134,Pittsburgh Pirates,6278,5628,153,474,1039,735,0.258,0.32,0.403,0.723
2008,143,Philadelphia Phillies,6273,5509,214,586,1117,799,0.255,0.332,0.438,0.77
2008,146,Florida Marlins,6206,5499,208,543,1371,770,0.254,0.326,0.433,0.759
2008,158,Milwaukee Brewers,6252,5535,198,550,1203,750,0.253,0.325,0.431,0.756
2008,120,Washington Nationals,6192,5491,117,534,1095,641,0.251,0.323,0.373,0.696
2008,109,Arizona Diamondbacks,6156,5409,159,587,1287,720,0.251,0.327,0.415,0.742
2008,135,San Diego Padres,6244,5568,154,518,1259,637,0.25,0.317,0.39,0.707
2008,113,Cincinnati Reds,6188,5465,187,560,1125,704,0.247,0.321,0.408,0.729
2008,133,Oakland Athletics,6138,5451,125,574,1226,646,0.242,0.318,0.369,0.687
2009,108,Los Angeles Angels,6305,5622,173,547,1054,883,0.285,0.35,0.441,0.791
2009,147,New York Yankees,6449,5660,244,663,1014,915,0.283,0.362,0.478,0.84
2009,142,Minnesota Twins,6346,5608,172,585,1021,817,0.274,0.345,0.429,0.774
2009,119,Los Angeles Dodgers,6385,5592,145,607,1068,780,0.27,0.346,0.412,0.758
2009,121,New York Mets,6159,5453,95,526,928,671,0.27,0.335,0.394,0.729
2009,111,Boston Red Sox,6344,5543,212,659,1120,872,0.27,0.352,0.454,0.806
2009,110,Baltimore Orioles,6233,5618,160,517,1013,741,0.268,0.332,0.415,0.747
2009,146,Florida Marlins,6312,5572,159,568,1226,772,0.268,0.34,0.416,0.756
2009,141,Toronto Blue Jays,6362,5696,209,548,1028,798,0.266,0.333,0.44,0.773
2009,114,Cleveland Indians,6320,5568,161,582,1211,773,0.264,0.339,0.417,0.756
2009,144,Atlanta Braves,6335,5539,149,602,1064,735,0.263,0.339,0.405,0.744
2009,138,St. Louis Cardinals,6168,5465,160,528,1041,730,0.263,0.332,0.415,0.747
2009,158,Milwaukee Brewers,6296,5510,182,610,1231,785,0.263,0.341,0.426,0.767
2009,139,Tampa Bay Rays,6223,5462,199,642,1229,803,0.263,0.343,0.439,0.782
2009,133,Oakland Athletics,6247,5584,135,527,1046,759,0.262,0.328,0.397,0.725
2009,115,Colorado Rockies,6241,5398,190,660,1277,804,0.261,0.343,0.441,0.784
2009,116,Detroit Tigers,6234,5540,183,540,1114,743,0.26,0.331,0.416,0.747
2009,117,Houston Astros,6040,5436,142,448,990,643,0.26,0.319,0.4,0.719
2009,140,Texas Rangers,6127,5526,224,472,1253,784,0.26,0.32,0.445,0.765
2009,118,Kansas City Royals,6103,5532,144,457,1091,686,0.259,0.318,0.405,0.723
2009,145,Chicago White Sox,6132,5463,184,534,1022,724,0.258,0.329,0.411,0.74
2009,136,Seattle Mariners,6113,5543,160,421,1093,640,0.258,0.314,0.402,0.716
2009,143,Philadelphia Phillies,6338,5578,224,589,1155,820,0.258,0.334,0.447,0.781
2009,120,Washington Nationals,6273,5493,156,617,1208,710,0.258,0.337,0.406,0.743
2009,137,San Francisco Giants,6057,5493,122,392,1158,657,0.257,0.309,0.389,0.698
2009,112,Chicago Cubs,6244,5486,161,592,1185,707,0.255,0.332,0.407,0.739
2009,109,Arizona Diamondbacks,6269,5565,173,571,1298,720,0.253,0.324,0.418,0.742
2009,134,Pittsburgh Pirates,6058,5417,125,499,1142,636,0.252,0.318,0.387,0.705
2009,113,Cincinnati Reds,6187,5462,158,531,1129,673,0.247,0.318,0.394,0.712
2009,135,San Diego Padres,6179,5425,141,586,1182,638,0.242,0.321,0.381,0.702
2010,140,Texas Rangers,6302,5635,162,511,986,787,0.276,0.338,0.419,0.757
2010,118,Kansas City Royals,6209,5604,121,471,905,676,0.274,0.331,0.399,0.73
2010,142,Minnesota Twins,6257,5568,142,559,967,781,0.273,0.341,0.422,0.763
2010,113,Cincinnati Reds,6285,5579,188,522,1218,790,0.272,0.338,0.436,0.774
2010,116,Detroit Tigers,6312,5643,152,546,1147,751,0.268,0.335,0.415,0.75
2010,111,Boston Red Sox,6356,5646,211,587,1140,818,0.268,0.339,0.451,0.79
2010,145,Chicago White Sox,6118,5484,177,467,922,752,0.268,0.332,0.42,0.752
2010,147,New York Yankees,6379,5567,201,662,1136,859,0.267,0.35,0.436,0.786
2010,138,St. Louis Cardinals,6241,5542,150,541,1027,736,0.263,0.332,0.402,0.734
2010,115,Colorado Rockies,6265,5530,173,585,1274,770,0.263,0.336,0.425,0.761
2010,158,Milwaukee Brewers,6304,5606,182,546,1216,750,0.262,0.335,0.424,0.759
2010,143,Philadelphia Phillies,6291,5581,166,560,1064,772,0.26,0.332,0.413,0.745
2010,110,Baltimore Orioles,6109,5554,133,424,1056,613,0.259,0.316,0.386,0.702
2010,144,Atlanta Braves,6252,5463,139,634,1140,738,0.258,0.339,0.401,0.74
2010,137,San Francisco Giants,6143,5488,162,487,1099,697,0.257,0.321,0.408,0.729
2010,112,Chicago Cubs,6140,5512,149,479,1236,685,0.257,0.32,0.401,0.721
2010,133,Oakland Athletics,6117,5448,109,527,1061,663,0.256,0.324,0.378,0.702
2010,146,Florida Marlins,6194,5531,152,514,1375,719,0.254,0.321,0.403,0.724
2010,119,Los Angeles Dodgers,6140,5426,120,533,1184,667,0.252,0.322,0.379,0.701
2010,120,Washington Nationals,6100,5418,149,503,1220,655,0.25,0.318,0.39,0.708
2010,109,Arizona Diamondbacks,6183,5473,180,589,1529,713,0.25,0.325,0.416,0.741
2010,121,New York Mets,6144,5465,128,502,1095,656,0.249,0.314,0.383,0.697
2010,108,Los Angeles Angels,6089,5488,155,466,1070,681,0.248,0.311,0.39,0.701
