year,team_id,team,PA,AB,HR,BB,SO,R,AVG,OBP,SLG,OPS
2018,146,Miami Marlins,6083,5488,128,455,1384,589,0.237,0.303,0.357,0.66
2018,109,Arizona Diamondbacks,6157,5460,176,560,1460,693,0.235,0.31,0.397,0.707
2018,135,San Diego Padres,6059,5486,162,471,1523,617,0.235,0.297,0.38,0.677
2018,121,New York Mets,6177,5468,170,566,1404,676,0.234,0.312,0.389,0.701
2018,143,Philadelphia Phillies,6136,5424,186,582,1520,677,0.234,0.314,0.393,0.707
2019,117,Houston Astros,6394,5613,288,645,1166,920,0.274,0.352,0.495,0.847
2019,142,Minnesota Twins,6392,5732,307,525,1334,939,0.27,0.338,0.494,0.832
2019,111,Boston Red Sox,6475,5770,245,590,1382,901,0.269,0.34,0.466,0.806
2019,147,New York Yankees,6245,5583,306,569,1437,943,0.267,0.339,0.49,0.829
2019,115,Colorado Rockies,6288,5660,224,489,1503,835,0.265,0.326,0.456,0.782
2019,120,Washington Nationals,6267,5512,231,584,1308,873,0.265,0.342,0.454,0.796
2019,134,Pittsburgh Pirates,6228,5657,163,425,1213,758,0.265,0.321,0.42,0.741
2019,145,Chicago White Sox,6042,5529,182,378,1549,708,0.261,0.314,0.414,0.728
2019,144,Atlanta Braves,6302,5560,249,619,1467,855,0.258,0.336,0.452,0.788
2019,119,Los Angeles Dodgers,6282,5493,279,607,1356,886,0.257,0.338,0.472,0.81
2019,121,New York Mets,6290,5624,242,516,1384,791,0.257,0.328,0.442,0.77
2019,139,Tampa Bay Rays,6285,5628,217,542,1493,769,0.254,0.325,0.431,0.756
2019,112,Chicago Cubs,6195,5461,256,581,1460,814,0.252,0.331,0.452,0.783
2019,109,Arizona Diamondbacks,6315,5633,220,540,1360,813,0.252,0.323,0.434,0.757
2019,114,Cleveland Indians,6124,5425,223,563,1332,769,0.25,0.323,0.432,0.755
2019,133,Oakland Athletics,6269,5561,257,578,1338,845,0.249,0.327,0.448,0.775
2019,140,Texas Rangers,6204,5540,223,534,1578,810,0.248,0.319,0.431,0.75
2019,108,Los Angeles Angels,6251,5542,220,586,1276,769,0.247,0.324,0.422,0.746
2019,118,Kansas City Royals,6080,5496,162,456,1405,691,0.247,0.309,0.401,0.71
2019,158,Milwaukee Brewers,6309,5542,250,629,1563,769,0.246,0.329,0.438,0.767
2019,110,Baltimore Orioles,6189,5596,213,462,1435,729,0.246,0.31,0.415,0.725
2019,143,Philadelphia Phillies,6261,5571,215,562,1453,774,0.246,0.319,0.427,0.746
2019,138,St. Louis Cardinals,6167,5449,210,561,1420,764,0.245,0.322,0.415,0.737
2019,113,Cincinnati Reds,6100,5450,227,492,1436,701,0.244,0.315,0.422,0.737
2019,146,Miami Marlins,6045,5512,146,395,1469,615,0.241,0.298,0.375,0.673
2019,116,Detroit Tigers,6039,5549,149,391,1595,582,0.24,0.294,0.388,0.682
2019,137,San Francisco Giants,6170,5579,167,475,1435,678,0.239,0.302,0.392,0.694
2019,135,San Diego Padres,6019,5391,219,504,1581,682,0.238,0.308,0.41,0.718
2019,136,Seattle Mariners,6199,5500,239,588,1581,758,0.237,0.316,0.424,0.74
2019,141,Toronto Blue Jays,6091,5493,247,509,1514,726,0.236,0.305,0.428,0.733
2020,121,New York Mets,2279,2023,86,197,498,286,0.272,0.348,0.459,0.807
2020,144,Atlanta Braves,2344,2074,103,239,573,348,0.268,0.349,0.483,0.832
2020,111,Boston Red Sox,2304,2083,81,187,545,292,0.265,0.33,0.445,0.775
2020,120,Washington Nationals,2218,1968,66,192,451,293,0.264,0.336,0.433,0.769
2020,137,San Francisco Giants,2259,2019,81,195,499,299,0.263,0.335,0.451,0.786
2020,145,Chicago White Sox,2267,2047,96,179,571,306,0.261,0.326,0.453,0.779
2020,110,Baltimore Orioles,2242,2026,77,164,514,274,0.258,0.321,0.429,0.75
2020,115,Colorado Rockies,2257,2057,63,161,543,275,0.257,0.311,0.405,0.716
2020,143,Philadelphia Phillies,2223,1948,82,229,480,306,0.257,0.342,0.439,0.781
2020,135,San Diego Padres,2231,1972,95,204,479,325,0.257,0.333,0.466,0.799
2020,119,Los Angeles Dodgers,2316,2042,118,228,471,349,0.256,0.338,0.483,0.821
2020,141,Toronto Blue Jays,2263,2023,88,203,508,302,0.255,0.325,0.441,0.766
2020,108,Los Angeles Angels,2308,2020,85,239,490,294,0.248,0.332,0.43,0.762
2020,147,New York Yankees,2210,1915,94,251,480,315,0.247,0.342,0.447,0.789
2020,116,Detroit Tigers,2076,1893,62,147,567,249,0.245,0.303,0.397,0.7
2020,118,Kansas City Royals,2200,1988,68,172,527,248,0.244,0.309,0.402,0.711
2020,146,Miami Marlins,2167,1935,60,191,537,263,0.244,0.319,0.384,0.703
2020,142,Minnesota Twins,2168,1937,91,186,528,269,0.242,0.315,0.427,0.742
2020,109,Arizona Diamondbacks,2238,1997,58,181,461,269,0.241,0.312,0.391,0.703
2020,117,Houston Astros,2229,1992,69,192,440,279,0.24,0.312,0.408,0.72
2020,139,Tampa Bay Rays,2261,1975,80,243,608,289,0.238,0.328,0.425,0.753
2020,138,St. Louis Cardinals,2011,1752,51,205,477,240,0.234,0.323,0.371,0.694
2020,114,Cleveland Indians,2247,1959,59,239,517,248,0.228,0.317,0.372,0.689
2020,136,Seattle Mariners,2181,1929,60,207,545,254,0.226,0.309,0.37,0.679
2020,133,Oakland Athletics,2201,1908,71,238,524,274,0.225,0.322,0.396,0.718
2020,158,Milwaukee Brewers,2188,1920,75,221,582,247,0.223,0.313,0.389,0.702
2020,112,Chicago Cubs,2214,1918,74,229,568,265,0.22,0.318,0.387,0.705
2020,134,Pittsburgh Pirates,2134,1932,59,167,521,219,0.22,0.284,0.357,0.641
2020,140,Texas Rangers,2147,1936,62,167,548,224,0.217,0.285,0.364,0.649
2020,113,Cincinnati Reds,2123,1842,90,239,534,243,0.212,0.312,0.403,0.715
2021,117,Houston Astros,6291,5593,221,569,1222,863,0.267,0.339,0.444,0.783
2021,141,Toronto Blue Jays,6070,5476,262,496,1218,846,0.266,0.33,0.466,0.796
2021,111,Boston Red Sox,6122,5495,219,512,1386,829,0.261,0.328,0.449,0.777
2021,120,Washington Nationals,6113,5385,182,573,1303,724,0.258,0.337,0.417,0.754
2021,145,Chicago White Sox,6084,5357,190,586,1389,796,0.256,0.336,0.422,0.758
2021,113,Cincinnati Reds,6162,5423,222,553,1425,786,0.249,0.328,0.431,0.759
2021,137,San Francisco Giants,6196,5462,241,602,1461,804,0.249,0.329,0.44,0.769
2021,115,Colorado Rockies,6007,5374,182,491,1356,739,0.249,0.317,0.414,0.731
2021,118,Kansas City Royals,5993,5427,163,421,1258,686,0.249,0.306,0.396,0.702
2021,108,Los Angeles Angels,6016,5437,190,464,1394,723,0.245,0.31,0.407,0.717
2021,119,Los Angeles Dodgers,6239,5445,237,613,1408,830,0.244,0.33,0.429,0.759
2021,144,Atlanta Braves,6056,5363,239,549,1453,790,0.244,0.319,0.435,0.754
2021,138,St. Louis Cardinals,6001,5351,198,478,1341,706,0.244,0.313,0.412,0.725
2021,139,Tampa Bay Rays,6213,5507,222,585,1542,857,0.243,0.321,0.429,0.75
2021,135,San Diego Padres,6119,5384,180,586,1324,729,0.242,0.321,0.401,0.722
2021,116,Detroit Tigers,5979,5376,179,490,1514,697,0.242,0.308,0.399,0.707
2021,142,Minnesota Twins,6078,5431,228,525,1405,729,0.241,0.314,0.423,0.737
2021,143,Philadelphia Phillies,6089,5366,198,564,1402,734,0.24,0.318,0.408,0.726
2021,110,Baltimore Orioles,5983,5420,195,451,1454,659,0.239,0.304,0.402,0.706
2021,121,New York Mets,5856,5210,176,495,1392,636,0.239,0.315,0.391,0.706
2021,133,Oakland Athletics,6104,5395,199,545,1349,743,0.238,0.317,0.406,0.723
2021,114,Cleveland Indians,5907,5332,203,453,1387,717,0.238,0.303,0.407,0.71
2021,147,New York Yankees,6060,5331,222,621,1482,711,0.237,0.322,0.407,0.729
2021,112,Chicago Cubs,5972,5306,210,502,1596,705,0.237,0.312,0.407,0.719
2021,134,Pittsburgh Pirates,5983,5336,124,529,1328,609,0.236,0.309,0.364,0.673
2021,109,Arizona Diamondbacks,6144,5489,144,537,1465,679,0.236,0.309,0.382,0.691
2021,158,Milwaukee Brewers,6099,5362,194,586,1465,738,0.233,0.317,0.396,0.713
2021,146,Miami Marlins,5929,5348,158,450,1553,623,0.233,0.298,0.372,0.67
2021,140,Texas Rangers,5943,5405,167,433,1381,625,0.232,0.294,0.375,0.669
2021,136,Seattle Mariners,6010,5355,199,535,1492,697,0.226,0.303,0.385,0.688
2022,141,Toronto Blue Jays,6158,5555,200,500,1242,775,0.264,0.329,0.431,0.76
2022,121,New York Mets,6176,5489,171,510,1217,772,0.259,0.332,0.412,0.744
2022,111,Boston Red Sox,6144,5539,155,478,1373,735,0.258,0.321,0.409,0.73
2022,119,Los Angeles Dodgers,6247,5526,212,607,1374,847,0.257,0.333,0.442,0.775
2022,145,Chicago White Sox,6123,5611,149,388,1269,686,0.256,0.31,0.387,0.697
2022,115,Colorado Rockies,6105,5540,149,453,1330,698,0.254,0.315,0.398,0.713
2022,114,Cleveland Guardians,6163,5558,127,450,1122,698,0.254,0.316,0.383,0.699
2022,143,Philadelphia Phillies,6077,5496,205,478,1363,747,0.253,0.317,0.422,0.739
2022,144,Atlanta Braves,6082,5509,243,470,1498,789,0.253,0.317,0.443,0.76
2022,138,St. Louis Cardinals,6165,5496,197,537,1226,772,0.252,0.325,0.42,0.745
2022,120,Washington Nationals,5998,5434,136,442,1221,603,0.249,0.31,0.377,0.687
2022,117,Houston Astros,6054,5409,214,528,1179,737,0.248,0.319,0.424,0.743
2022,142,Minnesota Twins,6113,5476,178,518,1353,696,0.248,0.317,0.401,0.718
2022,118,Kansas City Royals,6010,5437,138,460,1287,640,0.244,0.306,0.38,0.686
2022,147,New York Yankees,6172,5422,254,620,1391,807,0.241,0.325,0.426,0.751
2022,135,San Diego Padres,6175,5468,153,574,1327,705,0.241,0.318,0.382,0.7
2022,139,Tampa Bay Rays,6008,5412,139,500,1395,666,0.239,0.309,0.377,0.686
2022,140,Texas Rangers,6029,5478,198,456,1446,707,0.239,0.301,0.395,0.696
2022,112,Chicago Cubs,6072,5425,159,507,1448,657,0.238,0.311,0.387,0.698
2022,110,Baltimore Orioles,6049,5429,171,476,1390,674,0.236,0.305,0.39,0.695
2022,113,Cincinnati Reds,5978,5380,156,452,1430,648,0.235,0.304,0.372,0.676
2022,158,Milwaukee Brewers,6122,5417,219,577,1464,725,0.235,0.315,0.409,0.724
2022,137,San Francisco Giants,6117,5392,183,571,1462,716,0.234,0.315,0.389,0.704
2022,108,Los Angeles Angels,5977,5423,190,449,1539,623,0.233,0.297,0.39,0.687
2022,116,Detroit Tigers,5870,5378,110,380,1413,557,0.231,0.286,0.346,0.632
2022,109,Arizona Diamondbacks,6027,5351,173,531,1341,702,0.23,0.304,0.385,0.689
2022,146,Miami Marlins,5949,5395,144,436,1429,586,0.23,0.294,0.363,0.657
2022,136,Seattle Mariners,6117,5375,197,596,1397,690,0.23,0.315,0.39,0.705
2022,134,Pittsburgh Pirates,5912,5331,158,476,1497,591,0.222,0.291,0.364,0.655
2022,133,Oakland Athletics,5863,5314,137,433,1389,568,0.216,0.281,0.346,0.627
2023,144,Atlanta Braves,6249,5597,307,538,1289,947,0.276,0.344,0.501,0.845
2023,140,Texas Rangers,6306,5595,233,599,1416,881,0.263,0.337,0.452,0.789
2023,139,Tampa Bay Rays,6164,5511,230,514,1420,860,0.26,0.331,0.445,0.776
2023,146,Miami Marlins,6043,5497,166,430,1287,666,0.259,0.316,0.405,0.721
2023,117,Houston Astros,6253,5567,222,550,1241,827,0.259,0.331,0.437,0.768
2023,111,Boston Red Sox,6174,5562,182,486,1372,772,0.258,0.324,0.424,0.748
2023,119,Los Angeles Dodgers,6333,5524,249,644,1359,906,0.257,0.34,0.455,0.795
2023,141,Toronto Blue Jays,6220,5562,188,550,1303,746,0.256,0.329,0.417,0.746
2023,143,Philadelphia Phillies,6207,5541,220,539,1481,796,0.256,0.327,0.438,0.765
2023,110,Baltimore Orioles,6123,5495,183,512,1370,807,0.255,0.321,0.421,0.742
2023,112,Chicago Cubs,6220,5504,196,570,1391,819,0.254,0.33,0.421,0.751
2023,120,Washington Nationals,6085,5522,151,423,1149,700,0.254,0.314,0.396,0.71
2023,114,Cleveland Guardians,6096,5513,124,471,1142,662,0.25,0.313,0.381,0.694
2023,109,Arizona Diamondbacks,6124,5436,166,540,1247,746,0.25,0.322,0.408,0.73
2023,138,St. Louis Cardinals,6204,5510,209,570,1326,719,0.25,0.326,0.416,0.742
2023,113,Cincinnati Reds,6195,5499,198,556,1500,783,0.249,0.327,0.42,0.747
2023,115,Colorado Rockies,6055,5496,163,447,1543,721,0.249,0.31,0.405,0.715
2023,108,Los Angeles Angels,6145,5489,231,518,1524,739,0.245,0.317,0.426,0.743
2023,118,Kansas City Royals,5985,5428,163,411,1396,676,0.244,0.303,0.398,0.701
2023,135,San Diego Padres,6180,5401,205,653,1311,752,0.244,0.329,0.413,0.742
2023,142,Minnesota Twins,6219,5489,233,594,1654,778,0.243,0.326,0.428,0.754
2023,136,Seattle Mariners,6201,5500,210,548,1603,758,0.242,0.321,0.413,0.734
2023,158,Milwaukee Brewers,6084,5386,165,591,1412,728,0.24,0.319,0.385,0.704
2023,134,Pittsburgh Pirates,6089,5406,159,556,1464,692,0.239,0.315,0.392,0.707
2023,121,New York Mets,6056,5363,215,525,1331,717,0.238,0.316,0.407,0.723
2023,145,Chicago White Sox,5980,5501,171,377,1424,641,0.238,0.291,0.384,0.675
2023,116,Detroit Tigers,6080,5478,165,508,1473,661,0.236,0.305,0.382,0.687
2023,137,San Francisco Giants,6095,5412,174,544,1492,674,0.235,0.312,0.383,0.695
2023,147,New York Yankees,5973,5323,219,557,1427,673,0.227,0.304,0.397,0.701
2023,133,Oakland Athletics,5966,5311,171,498,1496,585,0.223,0.298,0.37,0.668
2024,135,San Diego Padres,6103,5526,190,458,1077,760,0.263,0.324,0.42,0.744
2024,109,Arizona Diamondbacks,6284,5522,211,569,1265,886,0.263,0.337,0.44,0.777
2024,117,Houston Astros,6107,5530,190,448,1176,740,0.262,0.322,0.418,0.74
2024,119,Los Angeles Dodgers,6255,5522,233,602,1336,842,0.258,0.335,0.446,0.781
2024,143,Philadelphia Phillies,6166,5534,198,515,1370,784,0.257,0.325,0.425,0.75
2024,111,Boston Red Sox,6192,5577,194,493,1570,751,0.252,0.319,0.423,0.742
2024,110,Baltimore Orioles,6176,5567,235,489,1359,786,0.25,0.315,0.435,0.75
2024,158,Milwaukee Brewers,6170,5472,177,597,1459,777,0.248,0.326,0.403,0.729
2024,147,New York Yankees,6245,5450,237,672,1326,815,0.248,0.333,0.429,0.762
2024,118,Kansas City Royals,5982,5421,170,429,1161,735,0.248,0.306,0.403,0.709
2024,138,St. Louis Cardinals,6114,5507,165,478,1318,672,0.248,0.312,0.392,0.704
2024,121,New York Mets,6166,5510,207,514,1382,768,0.246,0.319,0.415,0.734
2024,142,Minnesota Twins,6123,5490,183,473,1306,742,0.246,0.315,0.411,0.726
2024,146,Miami Marlins,6048,5522,150,403,1410,637,0.244,0.3,0.378,0.678
2024,144,Atlanta Braves,6075,5481,213,485,1461,704,0.243,0.309,0.415,0.724
2024,120,Washington Nationals,5971,5374,135,456,1220,660,0.243,0.309,0.375,0.684
2024,112,Chicago Cubs,6116,5441,170,546,1362,736,0.242,0.317,0.393,0.71
2024,115,Colorado Rockies,6026,5454,179,453,1617,682,0.242,0.304,0.4,0.704
2024,141,Toronto Blue Jays,6060,5410,156,510,1233,671,0.241,0.313,0.389,0.702
2024,137,San Francisco Giants,6062,5460,177,492,1452,693,0.239,0.305,0.396,0.701
2024,140,Texas Rangers,6053,5472,176,490,1284,683,0.238,0.305,0.38,0.685
2024,114,Cleveland Guardians,5927,5310,185,466,1196,708,0.238,0.307,0.395,0.702
2024,134,Pittsburgh Pirates,6086,5477,160,485,1506,665,0.234,0.301,0.371,0.672
2024,116,Detroit Tigers,6021,5442,162,476,1461,682,0.234,0.3,0.385,0.685
2024,133,Oakland Athletics,6034,5432,196,493,1502,643,0.233,0.301,0.393,0.694
2024,113,Cincinnati Reds,5970,5325,174,496,1459,699,0.231,0.305,0.388,0.693
2024,139,Tampa Bay Rays,6006,5389,147,493,1485,604,0.23,0.302,0.366,0.668
2024,108,Los Angeles Angels,5975,5357,165,482,1416,635,0.229,0.301,0.369,0.67
2024,136,Seattle Mariners,6067,5330,185,571,1625,676,0.224,0.311,0.376,0.687
2024,145,Chicago White Sox,5869,5383,133,395,1403,507,0.221,0.278,0.34,0.618
2025,141,Toronto Blue Jays,6180,5507,191,520,1099,798,0.265,0.333,0.427,0.76
2025,143,Philadelphia Phillies,6166,5517,212,528,1337,778,0.258,0.328,0.431,0.759
2025,158,Milwaukee Brewers,6227,5510,166,564,1266,806,0.258,0.332,0.403,0.735
2025,111,Boston Red Sox,6206,5562,186,518,1419,786,0.254,0.324,0.421,0.745
2025,133,Athletics,6151,5547,219,502,1406,733,0.253,0.318,0.431,0.749
2025,119,Los Angeles Dodgers,6187,5481,244,580,1353,825,0.253,0.327,0.441,0.768
2025,135,San Diego Padres,6087,5424,152,510,1161,702,0.252,0.321,0.39,0.711
2025,109,Arizona Diamondbacks,6210,5480,214,545,1316,791,0.251,0.325,0.433,0.758
2025,139,Tampa Bay Rays,6045,5470,182,468,1397,714,0.251,0.313,0.401,0.714
2025,147,New York Yankees,6235,5471,274,639,1463,849,0.251,0.332,0.455,0.787
2025,146,Miami Marlins,6142,5543,154,482,1247,709,0.25,0.314,0.393,0.707
2025,117,Houston Astros,6087,5490,182,471,1301,686,0.25,0.315,0.399,0.714
2025,112,Chicago Cubs,6162,5495,223,554,1277,793,0.249,0.32,0.43,0.75
2025,121,New York Mets,6178,5457,224,563,1325,766,0.249,0.326,0.427,0.753
2025,118,Kansas City Royals,6008,5431,159,435,1096,651,0.247,0.309,0.397,0.706
2025,116,Detroit Tigers,6093,5456,198,511,1454,758,0.247,0.316,0.413,0.729
2025,138,St. Louis Cardinals,6069,5433,148,478,1321,689,0.245,0.314,0.379,0.693
2025,144,Atlanta Braves,6186,5508,190,575,1371,724,0.245,0.32,0.399,0.719
2025,113,Cincinnati Reds,6082,5448,167,527,1415,716,0.245,0.315,0.391,0.706
2025,136,Seattle Mariners,6200,5502,238,544,1446,766,0.244,0.32,0.42,0.74
2025,120,Washington Nationals,5982,5422,161,443,1351,687,0.242,0.304,0.389,0.693
2025,142,Minnesota Twins,6059,5432,191,495,1372,678,0.238,0.31,0.397,0.707
2025,115,Colorado Rockies,5908,5408,160,395,1531,597,0.237,0.293,0.386,0.679
2025,110,Baltimore Orioles,6020,5416,191,484,1457,677,0.235,0.305,0.394,0.699
2025,137,San Francisco Giants,6072,5375,173,556,1380,705,0.235,0.311,0.386,0.697
2025,140,Texas Rangers,6046,5443,175,486,1327,684,0.234,0.302,0.381,0.683
2025,145,Chicago White Sox,5987,5377,165,498,1364,647,0.232,0.302,0.373,0.675
2025,134,Pittsburgh Pirates,6008,5375,117,530,1422,583,0.231,0.305,0.35,0.655
2025,114,Cleveland Guardians,5943,5310,168,494,1344,643,0.226,0.296,0.373,0.669
2025,108,Los Angeles Angels,6000,5374,226,484,1627,673,0.225,0.298,0.397,0.695
2026,119,Los Angeles Dodgers,2695,2348,94,281,543,375,0.262,0.345,0.439,0.784
2026,137,San Francisco Giants,2641,2429,72,160,550,290,0.258,0.307,0.417,0.724
2026,139,Tampa Bay Rays,2530,2218,54,244,483,300,0.257,0.336,0.384,0.72
2026,144,Atlanta Braves,2617,2349,93,215,542,355,0.256,0.323,0.427,0.75
2026,158,Milwaukee Brewers,2624,2279,58,292,546,358,0.254,0.34,0.39,0.73
2026,134,Pittsburgh Pirates,2744,2415,84,273,647,354,0.253,0.334,0.405,0.739
2026,141,Toronto Blue Jays,2613,2350,67,198,509,289,0.25,0.314,0.388,0.702
2026,115,Colorado Rockies,2648,2370,68,215,631,301,0.248,0.318,0.395,0.713
2026,133,Athletics,2664,2355,89,260,595,304,0.247,0.327,0.411,0.738
2026,146,Miami Marlins,2617,2308,58,239,568,304,0.246,0.324,0.383,0.707
2026,111,Boston Red Sox,2515,2254,55,194,552,268,0.245,0.314,0.382,0.696
2026,120,Washington Nationals,2707,2402,91,243,579,374,0.244,0.321,0.418,0.739
2026,138,St. Louis Cardinals,2570,2263,77,225,544,306,0.244,0.323,0.394,0.717
2026,145,Chicago White Sox,2600,2262,92,251,618,326,0.243,0.329,0.413,0.742
2026,117,Houston Astros,2694,2389,92,243,590,325,0.243,0.319,0.411,0.73
2026,147,New York Yankees,2580,2250,98,294,590,347,0.242,0.331,0.432,0.763
2026,110,Baltimore Orioles,2699,2367,84,278,635,338,0.242,0.324,0.403,0.727
2026,118,Kansas City Royals,2643,2334,63,243,563,277,0.24,0.315,0.377,0.692
2026,142,Minnesota Twins,2679,2373,82,235,604,327,0.239,0.316,0.396,0.712
2026,112,Chicago Cubs,2734,2373,80,299,582,322,0.238,0.331,0.391,0.722
2026,109,Arizona Diamondbacks,2560,2285,60,212,522,294,0.238,0.306,0.384,0.69
2026,136,Seattle Mariners,2691,2376,93,243,608,307,0.238,0.318,0.401,0.719
2026,140,Texas Rangers,2575,2279,68,234,582,276,0.237,0.316,0.382,0.698
2026,108,Los Angeles Angels,2658,2346,79,241,659,312,0.235,0.317,0.388,0.705
2026,116,Detroit Tigers,2629,2317,76,262,597,287,0.234,0.315,0.391,0.706
2026,114,Cleveland Guardians,2665,2333,65,276,552,286,0.231,0.317,0.372,0.689
2026,113,Cincinnati Reds,2604,2293,86,269,634,288,0.23,0.314,0.394,0.708
2026,121,New York Mets,2550,2302,74,190,563,279,0.228,0.292,0.37,0.662
2026,143,Philadelphia Phillies,2553,2297,86,208,593,276,0.226,0.296,0.385,0.681
2026,135,San Diego Padres,2476,2215,67,217,573,258,0.218,0.291,0.359,0.65
