season,team,pick,pfr_player_name,position,hof,probowls,seasons_started,w_av,dr_av,games,active,bust_a,bust_b,bust_c,triple_bust,clean_hit
1990,TB,4,Keith McCants,DE,False,0,2,20,14,88,0,1,1,1,1,0
1990,LAC,5,Junior Seau,LB,True,12,16,133,125,268,0,0,0,0,0,1
1990,CHI,6,Mark Carrier,DB,False,3,11,66,48,168,0,0,0,0,0,1
1990,DET,7,Andre Ware,QB,False,0,0,5,5,14,0,1,1,1,1,0
1990,NE,8,Chris Singleton,LB,False,0,4,27,10,90,0,1,0,0,0,0
1990,MIA,9,Richmond Webb,T,False,7,12,102,99,184,0,0,0,0,0,1
1990,NE,10,Ray Agnew,DT,False,0,7,42,14,157,0,1,0,0,0,0
1990,LV,11,Anthony Smith,DE,False,0,3,27,27,98,0,1,0,1,0,0
1990,CIN,12,James Francis,LB,False,0,9,45,44,143,0,1,0,0,0,0
1990,KC,13,Percy Snow,LB,False,0,1,10,9,40,0,1,1,1,1,0
1990,NO,14,Renaldo Turnbull,DE,False,1,3,39,38,120,0,0,0,1,0,0
1990,TEN,15,Lamar Lathon,LB,False,1,6,49,18,115,0,0,0,0,0,1
1990,BUF,16,James Williams,DB,False,0,2,17,12,70,0,1,1,1,1,0
1990,DAL,17,Emmitt Smith,RB,True,8,14,129,126,226,0,0,0,0,0,1
1990,GB,18,Tony Bennett,DE,False,0,5,42,21,108,0,1,0,0,0,0
1990,GB,19,Darrell Thompson,RB,False,0,2,16,16,60,0,1,1,1,1,0
1990,ATL,20,Steve Broussard,RB,False,0,1,23,14,121,0,1,0,1,0,0
1990,PIT,21,Eric Green,TE,False,2,6,32,22,120,0,0,0,0,0,1
1990,PHI,22,Ben Smith,DB,False,0,3,17,11,57,0,1,1,1,1,0
1990,LAR,23,Bern Brostek,C,False,0,6,34,34,105,0,1,0,0,0,0
1990,NYG,24,Rodney Hampton,RB,False,2,6,54,54,104,0,0,0,0,0,1
1990,SF,25,Dexter Carter,RB,False,0,1,18,18,100,0,1,0,1,0,0
1991,DAL,1,Russell Maryland,DT,False,1,10,60,31,154,0,0,0,0,0,1
1991,CLE,2,Eric Turner,DB,False,2,7,49,33,109,0,0,0,0,0,1
1991,ATL,3,Bruce Pickens,DB,False,0,0,4,3,48,0,1,1,1,1,0
1991,DEN,4,Mike Croel,LB,False,0,6,34,24,102,0,1,0,0,0,0
1991,LAR,5,Todd Lyght,DB,False,1,11,60,52,175,0,0,0,0,0,1
1991,ARI,6,Eric Swann,DT,False,2,6,44,42,126,0,0,0,0,0,1
1991,TB,7,Charles McRae,T,False,0,2,18,17,84,0,1,1,1,1,0
1991,PHI,8,Antone Davis,T,False,0,6,35,31,97,0,1,0,0,0,0
1991,LAC,9,Stanley Richard,DB,False,0,8,40,17,124,0,1,0,0,0,0
1991,DET,10,Herman Moore,WR,False,4,8,78,78,146,0,0,0,0,0,1
1991,NE,11,Pat Harlow,T,False,0,6,34,22,105,0,1,0,0,0,0
1991,DAL,12,Alvin Harper,WR,False,0,4,37,30,102,0,1,0,0,0,0
1991,ATL,13,Mike Pritchard,WR,False,0,6,43,20,127,0,1,0,0,0,0
1991,NE,14,Leonard Russell,RB,False,0,5,26,14,85,0,1,0,0,0,0
1991,PIT,15,Huey Richardson,LB,False,0,0,1,0,16,0,1,1,1,1,0
1991,SEA,16,Dan McGwire,QB,False,0,0,2,2,13,0,1,1,1,1,0
1991,WAS,17,Bobby Wilson,DT,False,0,2,12,12,42,0,1,1,1,1,0
1991,CIN,18,Alfred Williams,DE,False,1,5,48,19,128,0,0,0,0,0,1
1991,GB,19,Vinnie Clark,DB,False,0,3,21,7,83,0,1,0,1,0,0
1991,DAL,20,Kelvin Pritchett,DT,False,0,4,34,0,208,0,1,0,0,0,0
1991,KC,21,Harvey Williams,RB,False,0,2,35,8,110,0,1,0,1,0,0
1991,CHI,22,Stan Thomas,T,False,0,0,7,5,56,0,1,1,1,1,0
1991,MIA,23,Randal Hill,WR,False,0,3,27,4,103,0,1,0,1,0,0
1991,LV,24,Todd Marinovich,QB,False,0,0,3,3,8,0,1,1,1,1,0
1991,SF,25,Ted Washington,NT,False,4,13,89,4,236,0,0,0,0,0,1
1991,BUF,26,Henry Jones,DB,False,1,8,55,53,158,0,0,0,0,0,1
1991,NYG,27,Jarrod Bunch,FB,False,0,2,7,7,48,0,1,1,1,1,0
1992,IND,1,Steve Emtman,DE,False,0,1,13,8,50,0,1,1,1,1,0
1992,IND,2,Quentin Coryatt,LB,False,0,4,31,30,82,0,1,0,0,0,0
1992,LAR,3,Sean Gilbert,DT,False,1,8,50,23,146,0,0,0,0,0,1
1992,WAS,4,Desmond Howard,WR,False,1,1,18,9,156,0,0,1,1,0,0
1992,GB,5,Terrell Buckley,DB,False,0,8,57,18,209,0,1,0,0,0,0
1992,CIN,6,David Klingler,QB,False,0,1,11,10,33,0,1,1,1,1,0
1992,MIA,7,Troy Vincent,DB,False,5,13,90,14,207,0,0,0,0,0,1
1992,ATL,8,Bob Whitfield,T,False,1,11,71,68,220,0,0,0,0,0,1
1992,CLE,9,Tommy Vardell,RB,False,0,4,19,11,87,0,1,1,0,0,0
1992,SEA,10,Ray Roberts,T,False,0,8,44,14,127,0,1,0,0,0,0
1992,PIT,11,Leon Searcy,T,False,1,7,54,18,126,0,0,0,0,0,1
1992,MIA,12,Marco Coleman,DE,False,1,12,72,22,207,0,0,0,0,0,1
1992,NE,13,Eugene Chung,G,False,0,2,13,11,55,0,1,1,1,1,0
1992,NYG,14,Derek Brown,TE,False,0,1,4,1,105,0,1,1,1,1,0
1992,NYJ,15,Johnny Mitchell,TE,False,0,2,17,17,57,0,1,1,1,1,0
1992,LV,16,Chester McGlockton,DT,False,4,10,79,55,179,0,0,0,0,0,1
1992,DAL,17,Kevin Smith,DB,False,0,6,38,38,103,0,1,0,0,0,0
1992,SF,18,Dana Hall,DB,False,0,2,19,12,91,0,1,1,1,1,0
1992,ATL,19,Tony Smith,RB,False,0,0,4,4,33,0,1,1,1,1,0
1992,KC,20,Dale Carter,DB,False,4,8,67,58,157,0,0,0,0,0,1
1992,NO,21,Vaughn Dunbar,RB,False,0,1,7,5,39,0,1,1,1,1,0
1992,CHI,22,Alonzo Spellman,DE,False,0,5,38,27,123,0,1,0,0,0,0
1992,LAC,23,Chris Mims,DE,False,0,4,34,31,104,0,1,0,0,0,0
1992,DAL,24,Robert Jones,LB,False,0,9,53,19,151,0,1,0,0,0,0
1992,DEN,25,Tommy Maddox,QB,False,0,2,24,2,92,0,1,0,1,0,0
1992,DET,26,Robert Porcher,DE,False,3,10,66,66,187,0,0,0,0,0,1
1992,BUF,27,John Fina,T,False,0,9,48,48,155,0,1,0,0,0,0
1992,CIN,28,Darryl Williams,DB,False,1,9,53,29,156,0,0,0,0,0,1
1993,NE,1,Drew Bledsoe,QB,False,4,12,105,74,194,0,0,0,0,0,1
1993,SEA,2,Rick Mirer,QB,False,0,5,33,28,80,0,1,0,0,0,0
1993,ARI,3,Garrison Hearst,RB,False,2,7,71,7,126,0,0,0,0,0,1
1993,NYJ,4,Marvin Jones,LB,False,0,9,52,52,142,0,1,0,0,0,0
1993,CIN,5,John Copeland,DE,False,0,7,37,37,107,0,1,0,0,0,0
1993,TB,6,Eric Curry,DE,False,0,3,19,18,75,0,1,1,1,1,0
1993,CHI,7,Curtis Conway,WR,False,0,10,62,36,167,0,1,0,0,0,0
1993,NO,8,Willie Roaf,T,True,11,12,111,66,189,0,0,0,0,0,1
1993,ATL,9,Lincoln Kennedy,T,False,3,9,74,8,169,0,0,0,0,0,1
1993,LAR,10,Jerome Bettis,RB,True,6,12,81,19,192,0,0,0,0,0,1
1993,DEN,11,Dan Williams,DE,False,0,2,30,15,87,0,1,0,1,0,0
1993,LV,12,Patrick Bates,DB,False,0,1,7,4,44,0,1,1,1,1,0
1993,TEN,13,Brad Hopkins,T,False,2,13,71,71,194,0,0,0,0,0,1
1993,CLE,14,Steve Everitt,C,False,0,6,36,20,103,0,1,0,0,0,0
1993,GB,15,Wayne Simmons,LB,False,0,4,33,24,90,0,1,0,0,0,0
1993,IND,16,Sean Dawkins,WR,False,0,7,48,28,140,0,1,0,0,0,0
1993,WAS,17,Tom Carter,DB,False,0,6,35,22,118,0,1,0,0,0,0
1993,ARI,18,Ernest Dye,T,False,0,2,10,10,50,0,1,1,1,1,0
1993,PHI,19,Lester Holmes,G,False,0,6,38,17,102,0,1,0,0,0,0
1993,NO,20,Irv Smith,TE,False,0,5,14,10,95,0,1,1,0,0,0
1993,MIN,21,Robert Smith,RB,False,2,6,60,60,98,0,0,0,0,0,1
1993,LAC,22,Darrien Gordon,DB,False,0,3,42,13,138,0,1,0,1,0,0
1993,PIT,23,Deon Figures,DB,False,0,2,21,13,93,0,1,0,1,0,0
1993,PHI,24,Leonard Renfro,DT,False,0,0,3,3,23,0,1,1,1,1,0
1993,MIA,25,O.J. McDuffie,WR,False,0,5,44,44,116,0,1,0,0,0,0
1993,SF,26,Dana Stubblefield,DT,False,3,9,69,55,154,0,0,0,0,0,1
1993,SF,27,Todd Kelly,LB,False,0,0,5,4,45,0,1,1,1,1,0
1993,BUF,28,Thomas Smith,DB,False,0,7,40,35,137,0,1,0,0,0,0
1993,GB,29,George Teague,DB,False,0,6,39,16,133,0,1,0,0,0,0
1994,CIN,1,Dan Wilkinson,DT,False,0,12,60,17,195,0,1,0,0,0,0
1994,IND,2,Marshall Faulk,RB,True,7,11,132,51,176,0,0,0,0,0,1
1994,WAS,3,Heath Shuler,QB,False,0,2,6,7,29,0,1,1,1,1,0
1994,NE,4,Willie McGinest,DE,False,2,13,76,68,212,0,0,0,0,0,1
1994,IND,5,Trev Alberts,LB,False,0,0,4,4,29,0,1,1,1,1,0
1994,TB,6,Trent Dilfer,QB,False,1,7,51,39,130,0,0,0,0,0,1
1994,SF,7,Bryant Young,DT,True,4,14,88,88,208,0,0,0,0,0,1
1994,SEA,8,Sam Adams,DT,False,3,12,77,22,206,0,0,0,0,0,1
1994,CLE,9,Antonio Langham,DB,False,0,4,29,13,102,0,1,0,0,0,0
1994,ARI,10,Jamir Miller,LB,False,1,7,44,21,121,0,0,0,0,0,1
1994,CHI,11,John Thierry,DE,False,0,6,33,14,131,0,1,0,0,0,0
1994,NYJ,12,Aaron Glenn,DB,False,3,11,71,49,205,0,0,0,0,0,1
1994,NO,13,Joe Johnson,DE,False,2,7,50,47,117,0,0,0,0,0,1
1994,PHI,14,Bernard Williams,T,False,0,1,8,8,16,0,1,1,1,1,0
1994,LAR,15,Wayne Gandy,T,False,0,13,68,22,219,0,1,0,0,0,0
1994,GB,16,Aaron Taylor,G,False,0,5,34,25,75,0,1,0,0,0,0
1994,PIT,17,Charles Johnson,WR,False,0,7,39,30,133,0,1,0,0,0,0
1994,MIN,18,Dewayne Washington,DB,False,0,11,63,20,191,0,1,0,0,0,0
1994,MIN,19,Todd Steussie,T,False,2,12,75,56,213,0,0,0,0,0,1
1994,MIA,20,Tim Bowens,DT,False,2,10,63,63,157,0,0,0,0,0,1
1994,DET,21,Johnnie Morton,WR,False,0,11,69,50,182,0,1,0,0,0,0
1994,LV,22,Rob Fredrickson,LB,False,0,9,42,20,128,0,1,0,0,0,0
1994,DAL,23,Shante Carver,DE,False,0,2,13,13,52,0,1,1,1,1,0
1994,NYG,24,Thomas Lewis,WR,False,0,1,9,9,34,0,1,1,1,1,0
1994,KC,25,Greg Hill,RB,False,0,2,24,18,79,0,1,0,1,0,0
1994,TEN,26,Henry Ford,DT,False,0,5,38,38,133,0,1,0,0,0,0
1994,BUF,27,Jeff Burris,DB,False,0,8,43,16,144,0,1,0,0,0,0
1994,SF,28,William Floyd,FB,False,0,7,22,18,90,0,1,0,0,0,0
1994,CLE,29,Derrick Alexander,WR,False,0,7,56,10,126,0,1,0,0,0,0
1995,CIN,1,Ki-Jana Carter,RB,False,0,0,11,9,59,0,1,1,1,1,0
1995,JAX,2,Tony Boselli,T,True,5,6,66,66,91,0,0,0,0,0,1
1995,TEN,3,Steve McNair,QB,False,3,10,99,93,161,0,0,0,0,0,1
1995,WAS,4,Michael Westbrook,WR,False,0,6,38,38,89,0,1,0,0,0,0
1995,CAR,5,Kerry Collins,QB,False,2,11,83,14,198,0,0,0,0,0,1
1995,LAR,6,Kevin Carter,DE,False,2,14,86,44,224,0,0,0,0,0,1
1995,PHI,7,Mike Mamula,DE,False,0,4,31,31,77,0,1,0,0,0,0
1995,SEA,8,Joey Galloway,WR,False,0,11,78,42,198,0,1,0,0,0,0
1995,NYJ,9,Kyle Brady,TE,False,0,13,26,6,197,0,1,0,0,0,0
1995,SF,10,J.J. Stokes,WR,False,0,3,40,40,118,0,1,0,1,0,0
1995,MIN,11,Derrick Alexander,DE,False,0,5,27,23,73,0,1,0,0,0,0
1995,TB,12,Warren Sapp,DT,True,7,13,117,104,198,0,0,0,0,0,1
1995,NO,13,Mark Fields,LB,False,2,8,53,34,136,0,0,0,0,0,1
1995,BUF,14,Ruben Brown,G,False,9,13,78,66,181,0,0,0,0,0,1
1995,IND,15,Ellis Johnson,DT,False,0,5,35,30,149,0,1,0,0,0,0
1995,NYJ,16,Hugh Douglas,DE,False,3,7,68,12,138,0,0,0,0,0,1
1995,NYG,17,Tyrone Wheatley,RB,False,0,4,39,8,124,0,1,0,0,0,0
1995,LV,18,Napoleon Kaufman,RB,False,0,3,39,39,91,0,1,0,1,0,0
1995,JAX,19,James Stewart,RB,False,0,6,46,23,101,0,1,0,0,0,0
1995,DET,20,Luther Elliss,DT,False,2,8,51,51,134,0,0,0,0,0,1
1995,CHI,21,Rashaan Salaam,RB,False,0,1,13,13,33,0,1,1,1,1,0
1995,CAR,22,Tyrone Poole,DB,False,0,7,43,22,144,0,1,0,0,0,0
1995,NE,23,Ty Law,DB,True,5,12,88,70,203,0,0,0,0,0,1
1995,MIN,24,Korey Stringer,T,False,1,6,45,45,93,0,0,0,0,0,1
1995,MIA,25,Billy Milner,T,False,0,1,7,6,30,0,1,1,1,1,0
1995,ATL,26,Devin Bush Sr.,DB,False,0,4,27,12,116,0,1,0,0,0,0
1995,PIT,27,Mark Bruener,TE,False,0,10,10,9,188,0,1,1,0,0,0
1995,TB,28,Derrick Brooks,LB,True,11,14,142,142,224,0,0,0,0,0,1
1995,CAR,29,Blake Brockermeyer,T,False,0,7,40,21,136,0,1,0,0,0,0
1995,CLE,30,Craig Powell,LB,False,0,0,0,0,14,0,1,1,1,1,0
1995,KC,31,Trezelle Jenkins,T,False,0,0,1,1,9,0,1,1,1,1,0
1995,GB,32,Craig Newsome,DB,False,0,3,18,17,53,0,1,0,1,0,0
1996,NYJ,1,Keyshawn Johnson,WR,False,3,11,79,35,167,0,0,0,0,0,1
1996,JAX,2,Kevin Hardy,LB,False,1,9,62,46,134,0,0,0,0,0,1
1996,ARI,3,Simeon Rice,DE,False,3,11,86,26,174,0,0,0,0,0,1
1996,BAL,4,Jonathan Ogden,T,True,11,12,95,95,177,0,0,0,0,0,1
1996,NYG,5,Cedric Jones,DE,False,0,2,20,20,73,0,1,1,1,1,0
1996,LAR,6,Lawrence Phillips,RB,False,0,2,11,9,35,0,1,1,1,1,0
1996,NE,7,Terry Glenn,WR,False,1,9,67,36,137,0,0,0,0,0,1
1996,CAR,8,Tim Biakabutuka,RB,False,0,2,26,26,50,0,1,0,1,0,0
1996,LV,9,Rickey Dudley,TE,False,0,5,25,23,108,0,1,0,0,0,0
1996,CIN,10,Willie Anderson,T,False,4,12,93,91,195,0,0,0,0,0,1
1996,NO,11,Alex Molden,DB,False,0,3,24,16,98,0,1,0,1,0,0
1996,TB,12,Regan Upshaw,DE,False,0,4,36,23,110,0,1,0,0,0,0
1996,CHI,13,Walt Harris,DB,False,1,12,59,30,193,0,0,0,0,0,1
1996,TEN,14,Eddie George,RB,False,4,8,76,74,141,0,0,0,0,0,1
1996,DEN,15,John Mobley,LB,False,0,6,52,52,105,0,1,0,0,0,0
1996,MIN,16,Duane Clemons,DE,False,0,5,39,10,142,0,1,0,0,0,0
1996,DET,17,Reggie Brown,LB,False,0,2,11,11,26,0,1,1,1,1,0
1996,LAR,18,Eddie Kennison,WR,False,0,12,69,12,179,0,1,0,0,0,0
1996,IND,19,Marvin Harrison,WR,True,8,12,123,123,190,0,0,0,0,0,1
1996,MIA,20,Daryl Gardener,DT,False,0,7,42,34,102,0,1,0,0,0,0
1996,SEA,21,Pete Kendall,G,False,0,13,63,31,189,0,1,0,0,0,0
1996,TB,22,Marcus Jones,DE,False,0,2,22,22,85,0,1,0,1,0,0
1996,DET,23,Jeff Hartings,C,False,2,11,70,24,162,0,0,0,0,0,1
1996,BUF,24,Eric Moulds,WR,False,3,11,78,73,186,0,0,0,0,0,1
1996,PHI,25,Jermane Mayberry,G,False,1,6,46,44,123,0,0,0,0,0,1
1996,BAL,26,Ray Lewis,LB,True,12,14,160,160,228,0,0,0,0,0,1
1996,GB,27,John Michels,T,False,0,1,9,9,24,0,1,1,1,1,0
1996,KC,28,Jerome Woods,DB,False,1,7,43,43,128,0,0,0,0,0,1
1996,PIT,29,Jamain Stephens,T,False,0,1,7,5,40,0,1,1,1,1,0
1996,WAS,30,Andre Johnson,T,False,0,0,0,0,3,0,1,1,1,1,0
1997,LAR,1,Orlando Pace,T,True,7,12,104,101,169,0,0,0,0,0,1
1997,LV,2,Darrell Russell,DT,False,2,5,44,43,83,0,0,0,0,0,1
1997,SEA,3,Shawn Springs,DB,False,1,10,58,32,169,0,0,0,0,0,1
1997,BAL,4,Peter Boulware,LB,False,4,7,59,59,126,0,0,0,0,0,1
1997,DET,5,Bryant Westbrook,DB,False,0,3,24,23,71,0,1,1,1,1,0
1997,SEA,6,Walter Jones,T,True,9,12,98,98,180,0,0,0,0,0,1
1997,NYG,7,Ike Hilliard,WR,False,0,8,43,32,161,0,1,0,0,0,0
1997,NYJ,8,James Farrior,LB,False,2,12,95,15,230,0,0,0,0,0,1
1997,ARI,9,Tom Knight,DB,False,0,3,17,17,73,0,1,1,1,1,0
1997,NO,10,Chris Naeole,G,False,0,9,61,20,154,0,1,0,0,0,0
1997,ATL,11,Michael Booker,DB,False,0,0,9,7,73,0,1,1,1,1,0
1997,TB,12,Warrick Dunn,RB,False,3,10,96,55,181,0,0,0,0,0,1
1997,KC,13,Tony Gonzalez,TE,True,14,16,95,74,270,0,0,0,0,0,1
1997,CIN,14,Reinard Wilson,LB,False,0,1,14,14,93,0,1,1,1,1,0
1997,MIA,15,Yatil Green,WR,False,0,0,2,2,8,0,1,1,1,1,0
1997,TB,16,Reidel Anthony,WR,False,0,2,22,22,73,0,1,0,1,0,0
1997,WAS,17,Kenard Lang,DE,False,0,8,51,24,153,0,1,0,0,0,0
1997,TEN,18,Kenny Holmes,DE,False,0,5,40,19,98,0,1,0,0,0,0
1997,IND,19,Tarik Glenn,T,False,3,10,87,87,154,0,0,0,0,0,1
1997,MIN,20,Dwayne Rudd,LB,False,0,5,40,25,109,0,1,0,0,0,0
1997,JAX,21,Renaldo Wynn,DE,False,0,9,55,25,182,0,1,0,0,0,0
1997,DAL,22,David LaFleur,TE,False,0,3,7,7,60,0,1,1,1,1,0
1997,BUF,23,Antowain Smith,RB,False,0,4,48,18,131,0,1,0,0,0,0
1997,PIT,24,Chad Scott,DB,False,0,5,41,38,108,0,1,0,0,0,0
1997,PHI,25,Jon Harris,DE,False,0,0,5,5,24,0,1,1,1,1,0
1997,SF,26,Jim Druckenmiller,QB,False,0,0,1,1,6,0,1,1,1,1,0
1997,CAR,27,Rae Carruth,WR,False,0,1,8,8,22,0,1,1,1,1,0
1997,DEN,28,Trevor Pryce,DT,False,4,9,80,63,187,0,0,0,0,0,1
1997,NE,29,Chris Canty,DB,False,0,1,9,6,61,0,1,1,1,1,0
1997,GB,30,Ross Verba,T,False,0,8,42,24,113,0,1,0,0,0,0
1998,IND,1,Peyton Manning,QB,True,14,17,176,147,266,0,0,0,0,0,1
1998,LAC,2,Ryan Leaf,QB,False,0,1,1,0,25,0,1,1,1,1,0
1998,ARI,3,Andre Wadsworth,DE,False,0,2,12,12,36,0,1,1,1,1,0
1998,LV,4,Charles Woodson,DB,True,9,16,115,56,254,0,0,0,0,0,1
1998,CHI,5,Curtis Enis,RB,False,0,2,10,10,36,0,1,1,1,1,0
1998,LAR,6,Grant Wistrom,DE,False,0,8,54,39,132,0,1,0,0,0,0
1998,NO,7,Kyle Turley,T,False,0,6,52,40,109,0,1,0,0,0,0
1998,DAL,8,Greg Ellis,DE,False,1,12,68,65,176,0,0,0,0,0,1
1998,JAX,9,Fred Taylor,RB,False,1,9,88,86,153,0,0,0,0,0,1
1998,BAL,10,Duane Starks,DB,False,0,4,33,25,97,0,1,0,0,0,0
1998,PHI,11,Tra Thomas,T,False,3,11,72,71,174,0,0,0,0,0,1
1998,ATL,12,Keith Brooking,LB,False,5,12,81,66,225,0,0,0,0,0,1
1998,CIN,13,Takeo Spikes,LB,False,2,14,83,23,219,0,0,0,0,0,1
1998,CAR,14,Jason Peter,DE,False,0,2,10,10,38,0,1,1,1,1,0
1998,SEA,15,Anthony Simmons,LB,False,0,4,34,34,87,0,1,0,0,0,0
1998,TEN,16,Kevin Dyson,WR,False,0,3,22,22,59,0,1,0,1,0,0
1998,CIN,17,Brian Simmons,LB,False,0,8,42,41,137,0,1,0,0,0,0
1998,NE,18,Robert Edwards,RB,False,0,1,13,11,28,0,1,1,1,1,0
1998,GB,19,Vonnie Holliday,DE,False,0,9,63,30,214,0,1,0,0,0,0
1998,DET,20,Terry Fair,DB,False,0,4,21,21,60,0,1,0,0,0,0
1998,MIN,21,Randy Moss,WR,True,6,12,124,82,218,0,0,0,0,0,1
1998,NE,22,Tebucky Jones,DB,False,0,5,27,14,109,0,1,0,0,0,0
1998,LV,23,Mo Collins,G,False,0,5,29,29,71,0,1,0,0,0,0
1998,NYG,24,Shaun Williams,DB,False,0,5,31,27,104,0,1,0,0,0,0
1998,JAX,25,Donovin Darius,DB,False,0,8,45,44,118,0,1,0,0,0,0
1998,PIT,26,Alan Faneca,G,True,9,13,108,92,206,0,0,0,0,0,1
1998,KC,27,Victor Riley,T,False,0,5,40,24,111,0,1,0,0,0,0
1998,SF,28,R.W. McQuarters,DB,False,0,4,37,5,156,0,1,0,0,0,0
1998,MIA,29,John Avery,RB,False,0,0,4,4,29,0,1,1,1,1,0
1998,DEN,30,Marcus Nash,WR,False,0,0,1,1,11,0,1,1,1,1,0
1999,CLE,1,Tim Couch,QB,False,0,3,30,30,62,0,1,0,1,0,0
1999,PHI,2,Donovan McNabb,QB,False,6,11,107,101,167,0,0,0,0,0,1
1999,CIN,3,Akili Smith,QB,False,0,1,2,2,22,0,1,1,1,1,0
1999,IND,4,Edgerrin James,RB,True,4,9,113,98,148,0,0,0,0,0,1
1999,NO,5,Ricky Williams,RB,False,1,5,77,26,147,0,0,0,0,0,1
1999,LAR,6,Torry Holt,WR,False,7,11,99,96,173,0,0,0,0,0,1
1999,WAS,7,Champ Bailey,DB,True,12,14,117,36,215,0,0,0,0,0,1
1999,ARI,8,David Boston,WR,False,1,3,38,29,75,0,0,0,1,0,0
1999,DET,9,Chris Claiborne,LB,False,0,7,34,25,105,0,1,0,0,0,0
1999,BAL,10,Chris McAlister,DB,False,3,9,70,70,137,0,0,0,0,0,1
1999,MIN,11,Daunte Culpepper,QB,False,3,5,86,80,105,0,0,0,0,0,1
1999,CHI,12,Cade McNown,QB,False,0,1,8,8,25,0,1,1,1,1,0
1999,PIT,13,Troy Edwards,WR,False,0,1,19,11,92,0,1,1,1,1,0
1999,KC,14,John Tait,T,False,0,9,51,31,148,0,1,0,0,0,0
1999,TB,15,Anthony McFarland,DT,False,0,7,43,39,109,0,1,0,0,0,0
1999,TEN,16,Jevon Kearse,DE,False,3,8,68,54,133,0,0,0,0,0,1
1999,NE,17,Damien Woody,C,False,1,11,59,35,173,0,0,0,0,0,1
1999,LV,18,Matt Stinchcomb,G,False,0,2,21,14,65,0,1,0,1,0,0
1999,NYG,19,Luke Petitgout,T,False,0,8,44,43,117,0,1,0,0,0,0
1999,DAL,20,Ebenezer Ekuban,DE,False,0,5,37,19,122,0,1,0,0,0,0
1999,ARI,21,L.J. Shelton,T,False,0,8,43,24,146,0,1,0,0,0,0
1999,SEA,22,Lamar King,DE,False,0,3,16,16,57,0,1,1,1,1,0
